measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),135,Brazil,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,5366.137549793443,11411.57746489992,1643.2053710495543
3,YLDs (Years Lived with Disability),135,Brazil,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,14307.259366661552,27312.36396233022,5533.341941068936
3,YLDs (Years Lived with Disability),67,Japan,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,355.31702325898965,733.0305560101958,141.31078406884438
3,YLDs (Years Lived with Disability),67,Japan,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1253.5079586326458,2649.3585576335263,390.18912555665713
3,YLDs (Years Lived with Disability),67,Japan,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2207.0832781899803,4134.450681778,841.9435771578493
3,YLDs (Years Lived with Disability),33,Armenia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,8.124938861582136,19.157489096490643,2.3124745544974905
3,YLDs (Years Lived with Disability),33,Armenia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,5.590525934156855,12.215174156641922,1.8857032929287625
3,YLDs (Years Lived with Disability),33,Armenia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,20.02797464020196,44.1666350691474,5.647073834876638
3,YLDs (Years Lived with Disability),33,Armenia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,21.43499497409923,44.146861101383685,7.483283681804785
3,YLDs (Years Lived with Disability),108,Belize,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,5.281333166107496,11.546759211575177,1.7474015880592848
3,YLDs (Years Lived with Disability),108,Belize,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,12.699180397692157,27.238942746191725,4.563853699732131
3,YLDs (Years Lived with Disability),108,Belize,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,13.126741217083765,28.495699809391567,4.165089396256613
3,YLDs (Years Lived with Disability),108,Belize,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,33.59417101674514,65.94758712166063,13.017424831357232
3,YLDs (Years Lived with Disability),86,Italy,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,428.85541677967245,875.9662065855757,145.79951535485134
3,YLDs (Years Lived with Disability),86,Italy,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,894.5042889633785,1753.5360830506309,361.8577470855534
3,YLDs (Years Lived with Disability),86,Italy,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,865.989240384219,1858.8177242662575,267.44850720702647
3,YLDs (Years Lived with Disability),86,Italy,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2539.0951726803805,4734.709132414208,1011.0766983960611
3,YLDs (Years Lived with Disability),128,Guatemala,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,156.32973708926758,337.7374005254157,46.19334999384941
3,YLDs (Years Lived with Disability),128,Guatemala,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,448.92380315186887,985.810355693399,158.98707775548354
3,YLDs (Years Lived with Disability),128,Guatemala,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,419.3142094422464,912.950654189713,129.10958433414118
3,YLDs (Years Lived with Disability),128,Guatemala,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1239.4192774516036,2476.7916767621145,487.9750170404486
3,YLDs (Years Lived with Disability),58,Estonia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,10.01573634457871,21.33717573285622,3.4231191130622545
3,YLDs (Years Lived with Disability),58,Estonia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,14.864399881381782,31.116537362035128,5.364547523820834
3,YLDs (Years Lived with Disability),58,Estonia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,26.819501948599196,51.981838741010854,9.372725760078517
3,YLDs (Years Lived with Disability),58,Estonia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,40.61130229654187,76.34909311505982,16.921537827688383
3,YLDs (Years Lived with Disability),23,Kiribati,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,0.9694549864941109,2.1569763492312455,0.30855487178957797
3,YLDs (Years Lived with Disability),23,Kiribati,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1.7034277801690354,3.708028847150881,0.6650668437572557
3,YLDs (Years Lived with Disability),23,Kiribati,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,3.216263883370975,6.77545043524994,1.0249428346068956
3,YLDs (Years Lived with Disability),23,Kiribati,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,6.62893098372605,12.319919475447168,2.5407097702546038
3,YLDs (Years Lived with Disability),6,China,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,4397.193565630679,9450.496702564924,1495.9282992379601
3,YLDs (Years Lived with Disability),6,China,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,6753.801958477351,14106.23552346747,2367.3192140271426
3,YLDs (Years Lived with Disability),6,China,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,11037.805507740617,22786.494223416154,3540.076041729436
3,YLDs (Years Lived with Disability),6,China,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,20858.73651847611,40206.58722872812,7706.554555096106
3,YLDs (Years Lived with Disability),54,Slovakia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,12.529337680334631,28.91131550260145,3.482959190454326
3,YLDs (Years Lived with Disability),54,Slovakia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,28.90238219425728,62.39814372171729,10.35528827662105
3,YLDs (Years Lived with Disability),54,Slovakia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,37.6508482692163,77.78996698649476,13.275486400106361
3,YLDs (Years Lived with Disability),54,Slovakia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,94.03757428538248,181.18568434261167,35.98601965946304
3,YLDs (Years Lived with Disability),78,Denmark,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,49.260004417497925,106.48029729009801,15.904346738707972
3,YLDs (Years Lived with Disability),78,Denmark,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,113.27801412115409,234.90585158536652,43.59100967763981
3,YLDs (Years Lived with Disability),78,Denmark,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,91.95807681485802,199.81429681617632,29.283449808583356
3,YLDs (Years Lived with Disability),78,Denmark,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,265.6515730140415,527.4540516715554,100.23378217819736
3,YLDs (Years Lived with Disability),151,Qatar,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,37.55540966422913,79.2459332228729,13.872213311214507
3,YLDs (Years Lived with Disability),151,Qatar,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,44.053355862885056,93.49702647815018,16.411119771157008
3,YLDs (Years Lived with Disability),151,Qatar,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,88.94265830573512,181.60867577405415,28.693508440580274
3,YLDs (Years Lived with Disability),151,Qatar,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,92.89506673622309,182.54629496642414,34.29166717009606
3,YLDs (Years Lived with Disability),62,Russian Federation,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,618.6564978842416,1345.5549993861794,207.3937965046377
3,YLDs (Years Lived with Disability),62,Russian Federation,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1025.8262610890374,2115.553997112844,402.7701764592877
3,YLDs (Years Lived with Disability),62,Russian Federation,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1917.473172111455,3967.206746337939,598.9232713281586
3,YLDs (Years Lived with Disability),62,Russian Federation,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,3521.5419291180874,6549.301172849461,1472.554005897236
3,YLDs (Years Lived with Disability),52,Romania,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,96.88925375523534,209.30948607942494,30.588377879949444
3,YLDs (Years Lived with Disability),52,Romania,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,166.07523882418604,350.7966065877847,58.21665047286428
3,YLDs (Years Lived with Disability),52,Romania,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,265.15373387831124,525.0079395153725,92.75658630376397
3,YLDs (Years Lived with Disability),52,Romania,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,498.88583397786294,951.3422790517797,207.39427457694478
3,YLDs (Years Lived with Disability),29,Tonga,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1.5467076166560108,3.2180534755612324,0.4932963701339426
3,YLDs (Years Lived with Disability),29,Tonga,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2.67278626358776,5.696264415587165,0.9405091272871696
3,YLDs (Years Lived with Disability),29,Tonga,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,4.320867550049862,8.640196055329447,1.5215591923009004
3,YLDs (Years Lived with Disability),29,Tonga,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,7.240223864400034,13.497480954847529,2.8422784130775587
3,YLDs (Years Lived with Disability),99,Uruguay,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,18.397003086466256,42.078307284727885,5.416614171978056
3,YLDs (Years Lived with Disability),99,Uruguay,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,47.35600209521808,98.6044118408662,16.66641617488505
3,YLDs (Years Lived with Disability),99,Uruguay,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,57.86202186067096,120.74607845586019,18.219295149656837
3,YLDs (Years Lived with Disability),99,Uruguay,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,150.6590295295758,296.7540585027597,60.32016570437981
3,YLDs (Years Lived with Disability),7,Democratic People's Republic of Korea,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,133.0442242826512,301.750053433626,41.0586798470323
3,YLDs (Years Lived with Disability),7,Democratic People's Republic of Korea,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,216.84990138517887,495.4170699922606,68.52731837327894
3,YLDs (Years Lived with Disability),7,Democratic People's Republic of Korea,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,350.35978283958525,736.7436636875137,106.62996544093343
3,YLDs (Years Lived with Disability),7,Democratic People's Republic of Korea,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,634.5060313158733,1270.1658275396169,220.90755023131052
3,YLDs (Years Lived with Disability),22,Fiji,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,8.6499987049172,19.0403709848603,2.7541490896177194
3,YLDs (Years Lived with Disability),22,Fiji,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,14.336220594407955,30.539465598407094,4.923491572745678
3,YLDs (Years Lived with Disability),22,Fiji,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,27.908056271729627,58.442830575293875,8.926129678319054
3,YLDs (Years Lived with Disability),22,Fiji,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,48.35966318269127,92.47340923356809,17.93373160977988
3,YLDs (Years Lived with Disability),37,Kyrgyzstan,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,29.50958763797709,67.47700890243577,8.341994287226346
3,YLDs (Years Lived with Disability),37,Kyrgyzstan,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,31.255928829592108,69.3145033417514,10.017252202266445
3,YLDs (Years Lived with Disability),37,Kyrgyzstan,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,71.45203579322342,164.55854863078778,20.470939866921068
3,YLDs (Years Lived with Disability),37,Kyrgyzstan,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,122.6454788930343,256.1743804902338,41.81129680688916
3,YLDs (Years Lived with Disability),92,Spain,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,562.6284048234982,1195.9918086595665,183.89265159530993
3,YLDs (Years Lived with Disability),92,Spain,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1287.9879554799481,2555.3333714616,508.6607965317245
3,YLDs (Years Lived with Disability),92,Spain,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,712.092183729256,1512.2503905930787,231.20554960213244
3,YLDs (Years Lived with Disability),92,Spain,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1872.0677666931533,3706.1487342696273,743.2878121987368
3,YLDs (Years Lived with Disability),16,Philippines,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1047.0417547531615,2219.1820548969704,359.5936285148852
3,YLDs (Years Lived with Disability),16,Philippines,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1531.145503889544,3304.1081816320275,538.0760622988984
3,YLDs (Years Lived with Disability),16,Philippines,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2994.23417573432,6084.3067067515185,965.3377218882572
3,YLDs (Years Lived with Disability),16,Philippines,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,4610.672598195099,9153.317970679416,1616.5834583894125
3,YLDs (Years Lived with Disability),111,Dominican Republic,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,110.99139660039242,247.67632279024588,34.8285308161889
3,YLDs (Years Lived with Disability),111,Dominican Republic,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,261.2555586549111,544.8144706061664,90.03234495064602
3,YLDs (Years Lived with Disability),111,Dominican Republic,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,276.1478717115869,595.3003060287751,82.15570007587678
3,YLDs (Years Lived with Disability),111,Dominican Republic,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,875.6390908389711,1709.802763677795,316.1743890269922
3,YLDs (Years Lived with Disability),77,Cyprus,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,12.824011550720183,27.113636197361377,3.8150447682532
3,YLDs (Years Lived with Disability),77,Cyprus,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,23.698841583220773,48.42524532137078,8.868902573037472
3,YLDs (Years Lived with Disability),77,Cyprus,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,20.49732629416471,45.64734704143368,6.37442385391613
3,YLDs (Years Lived with Disability),77,Cyprus,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,46.72913750036421,94.8841280295715,17.77842210552914
3,YLDs (Years Lived with Disability),125,Colombia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,286.0711927052999,612.5780217466554,93.6886614901209
3,YLDs (Years Lived with Disability),125,Colombia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,514.1284348075175,1103.7232960577762,186.521671841676
3,YLDs (Years Lived with Disability),125,Colombia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,846.2183539894253,1750.2577871458818,295.9154546239599
3,YLDs (Years Lived with Disability),125,Colombia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1720.7493832013677,3300.0633471162896,680.9014781571993
3,YLDs (Years Lived with Disability),89,Netherlands,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,211.42747014958704,447.4469783424126,69.41447284107691
3,YLDs (Years Lived with Disability),89,Netherlands,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,442.0869124153693,876.5483272583946,178.7736303781125
3,YLDs (Years Lived with Disability),89,Netherlands,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,382.1196063185248,821.5005203322563,115.77907927173823
3,YLDs (Years Lived with Disability),89,Netherlands,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,943.4376425961145,1776.86182891316,385.603048565995
3,YLDs (Years Lived with Disability),117,Saint Vincent and the Grenadines,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1.4677244149531679,3.0774429148768143,0.4806171615915382
3,YLDs (Years Lived with Disability),117,Saint Vincent and the Grenadines,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2.58825911942079,5.298330251575585,0.9287299846313131
3,YLDs (Years Lived with Disability),117,Saint Vincent and the Grenadines,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,4.359295160036219,9.002517311664148,1.449797212942126
3,YLDs (Years Lived with Disability),117,Saint Vincent and the Grenadines,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,7.497699577254139,14.497350474648822,2.8395977286215044
3,YLDs (Years Lived with Disability),27,Samoa,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2.4915301256702733,5.555160416805005,0.7292365641665857
3,YLDs (Years Lived with Disability),27,Samoa,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,3.4044384765718774,7.56666829123447,1.1187846473761516
3,YLDs (Years Lived with Disability),27,Samoa,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,7.739200111664507,16.100883243511355,2.3828628928314552
3,YLDs (Years Lived with Disability),27,Samoa,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,9.687318983495787,19.62084142208817,3.364310734833984
3,YLDs (Years Lived with Disability),47,Czechia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,20.58059196444119,48.544302254629,6.188018646260857
3,YLDs (Years Lived with Disability),47,Czechia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,58.8349363761326,118.34435691738831,20.837379527422364
3,YLDs (Years Lived with Disability),47,Czechia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,62.04927732911098,131.06854242078344,21.671506129962815
3,YLDs (Years Lived with Disability),47,Czechia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,182.41389633038867,352.90789428972727,73.44346317857341
3,YLDs (Years Lived with Disability),98,Chile,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,226.7111179795751,502.1828891449691,71.77504737251193
3,YLDs (Years Lived with Disability),98,Chile,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,547.9224581823303,1179.132400879185,188.52364175568184
3,YLDs (Years Lived with Disability),98,Chile,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,764.5155626345978,1533.5427659969905,248.9898677205736
3,YLDs (Years Lived with Disability),98,Chile,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2131.7189184344716,3940.085776928968,873.7161870264614
3,YLDs (Years Lived with Disability),14,Maldives,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,4.745671746215214,10.394725613816428,1.57939502558786
3,YLDs (Years Lived with Disability),14,Maldives,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,6.543041707000972,13.867592097678205,2.312829879167283
3,YLDs (Years Lived with Disability),14,Maldives,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,14.826337561457542,29.608040899479576,5.381623058075034
3,YLDs (Years Lived with Disability),14,Maldives,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,18.732955065626896,35.91623770403598,7.171821820380803
3,YLDs (Years Lived with Disability),24,Marshall Islands,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,0.4923226999852909,1.1812406793354928,0.15111602930012213
3,YLDs (Years Lived with Disability),24,Marshall Islands,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,0.7808907295160582,1.733884107922582,0.2611744400241256
3,YLDs (Years Lived with Disability),24,Marshall Islands,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1.6122062209317096,3.46907864756943,0.49694240400982914
3,YLDs (Years Lived with Disability),24,Marshall Islands,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,2.5099461548129254,4.943406335206982,0.9164336591208974
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,104.44480761799899,210.87064412169553,37.323637381823566
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,200.71135714137304,394.80800871584427,82.8805575662224
3,YLDs (Years Lived with Disability),94,Switzerland,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,207.37780385319365,428.2628213242701,68.16084077906444
3,YLDs (Years Lived with Disability),94,Switzerland,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,371.83306530516774,718.0266086755289,156.68944587276553
3,YLDs (Years Lived with Disability),59,Latvia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,13.866712579356994,28.6924199521261,4.982986011327149
3,YLDs (Years Lived with Disability),59,Latvia,2,Female,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,18.857422792999927,38.47173264164121,6.918585768950876
3,YLDs (Years Lived with Disability),59,Latvia,1,Male,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,35.4292889538235,69.08129175561801,12.44898989599936
3,YLDs (Years Lived with Disability),59,Latvia,2,Female,8,15-19 years,567,Depressive disorders,169,All risk factors,1,Number,2017,54.286957107245854,99.73270511040795,23.04181667763946
3,YLDs (Years Lived with Disability),116,Saint Lucia,1,Male,7,10-14 years,567,Depressive disorders,169,All risk factors,1,Number,2017,1.425022921939278,3.1753954569787513,0.4528796766915798
