measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Georgia,Male,15-19 years,Depressive disorders,Number,2000,4276.672512744859,5956.193931005341,3050.777716243272
Incidence,Georgia,Female,15-19 years,Depressive disorders,Number,2000,5547.920605418987,8073.116534333248,3766.144698318407
Incidence,Georgia,Male,20-24 years,Depressive disorders,Number,2000,4916.491874585984,6774.948704171949,3406.9601243481065
Incidence,Georgia,Female,20-24 years,Depressive disorders,Number,2000,6671.327958132952,9379.060728114278,4339.2612769862
Incidence,Albania,Male,10-14 years,Depressive disorders,Number,2000,925.6660335079353,1418.0629758923228,542.151537592767
Incidence,Albania,Female,10-14 years,Depressive disorders,Number,2000,1984.418978515824,3193.2798014817627,1072.859728211622
Incidence,Albania,Male,15-19 years,Depressive disorders,Number,2000,1959.9925068416424,2679.2636704631755,1428.0282814096818
Incidence,Albania,Female,15-19 years,Depressive disorders,Number,2000,5306.328463747022,7454.412915342919,3789.991645502437
Incidence,Albania,Male,20-24 years,Depressive disorders,Number,2000,1884.859721386675,2599.2063864054307,1340.0774784821722
Incidence,Albania,Female,20-24 years,Depressive disorders,Number,2000,5584.595749208817,7660.947550875576,3889.895692077489
Incidence,Mauritius,Male,10-14 years,Depressive disorders,Number,2000,621.4700930898077,981.5042472114233,324.8674717308155
Incidence,Mauritius,Female,10-14 years,Depressive disorders,Number,2000,1605.3157517558946,2530.9163541576536,841.0801907331193
Incidence,Mauritius,Male,15-19 years,Depressive disorders,Number,2000,1844.6071212181741,2571.8924325231633,1321.917759925194
Incidence,Mauritius,Female,15-19 years,Depressive disorders,Number,2000,3833.4277007790683,5283.307380865662,2796.52023537933
Incidence,Mauritius,Male,20-24 years,Depressive disorders,Number,2000,2546.4133710558813,3432.4312641623255,1847.766710803226
Incidence,Mauritius,Female,20-24 years,Depressive disorders,Number,2000,4635.864629969868,6497.86124234106,3300.2528384053776
Incidence,Armenia,Male,10-14 years,Depressive disorders,Number,2000,1435.3376520438571,2262.3092689761734,784.1610750493517
Incidence,Armenia,Female,10-14 years,Depressive disorders,Number,2000,1962.0845926957895,3117.0815034481125,1057.118879623521
Incidence,Armenia,Male,15-19 years,Depressive disorders,Number,2000,2972.417372320167,4128.402312743788,2108.3628890407304
Incidence,Armenia,Female,15-19 years,Depressive disorders,Number,2000,4446.653782799357,6353.416176387941,3012.411315358855
Incidence,Armenia,Male,20-24 years,Depressive disorders,Number,2000,2953.250384152825,3986.994353684278,2070.8899963054905
Incidence,Armenia,Female,20-24 years,Depressive disorders,Number,2000,4768.9966626789965,6704.160164118775,3130.0704743586507
Incidence,Peru,Male,10-14 years,Depressive disorders,Number,2000,9862.479715024905,15633.713265763365,5654.851614644605
Incidence,Peru,Female,10-14 years,Depressive disorders,Number,2000,19927.9446910897,32377.651887200096,11061.383335885348
Incidence,Peru,Male,15-19 years,Depressive disorders,Number,2000,21603.717125807285,29685.52352736109,15680.968953644697
Incidence,Peru,Female,15-19 years,Depressive disorders,Number,2000,39580.344936338304,53544.50873178003,28776.310007603715
Incidence,Peru,Male,20-24 years,Depressive disorders,Number,2000,23759.414892765366,32000.456680744017,17258.482347681547
Incidence,Peru,Female,20-24 years,Depressive disorders,Number,2000,42239.08276658242,56003.31996077705,30041.05348497748
Incidence,Timor-Leste,Male,10-14 years,Depressive disorders,Number,2000,556.3167762343497,892.7187936100034,297.1793894488889
Incidence,Timor-Leste,Female,10-14 years,Depressive disorders,Number,2000,809.9611655865758,1274.9482620590834,445.33829126930874
Incidence,Timor-Leste,Male,15-19 years,Depressive disorders,Number,2000,1294.9533033171429,1824.3139476101792,912.0424260431427
Incidence,Timor-Leste,Female,15-19 years,Depressive disorders,Number,2000,1480.5493355378508,2035.948797401613,1077.9699951189157
Incidence,Timor-Leste,Male,20-24 years,Depressive disorders,Number,2000,1372.8661351518779,1904.4015777667962,950.4765792310441
Incidence,Timor-Leste,Female,20-24 years,Depressive disorders,Number,2000,1408.7500175480448,1921.2586374637956,975.9716784275599
Incidence,Afghanistan,Male,10-14 years,Depressive disorders,Number,2000,24849.868704436023,40028.4046159369,13670.052523685943
Incidence,Afghanistan,Female,10-14 years,Depressive disorders,Number,2000,37917.13966625494,61149.48555186813,20120.407912412717
Incidence,Afghanistan,Male,15-19 years,Depressive disorders,Number,2000,41289.40464017539,60503.851004132666,28558.633868177705
Incidence,Afghanistan,Female,15-19 years,Depressive disorders,Number,2000,58796.40550975309,84660.28916322856,39111.214658963334
Incidence,Afghanistan,Male,20-24 years,Depressive disorders,Number,2000,44402.86654043382,63598.03081381076,30320.53685258816
Incidence,Afghanistan,Female,20-24 years,Depressive disorders,Number,2000,58699.63130509532,83458.96178146121,38986.55480265682
Incidence,Paraguay,Male,10-14 years,Depressive disorders,Number,2000,4155.237942271457,6583.313629546437,2368.6239383064385
Incidence,Paraguay,Female,10-14 years,Depressive disorders,Number,2000,16023.961278047822,25525.2241905352,9325.273781811604
Incidence,Paraguay,Male,15-19 years,Depressive disorders,Number,2000,6590.820926422319,9081.863236494057,4736.924305876783
Incidence,Paraguay,Female,15-19 years,Depressive disorders,Number,2000,22627.92727548261,31188.20127352856,16255.688500604152
Incidence,Paraguay,Male,20-24 years,Depressive disorders,Number,2000,5549.707710203073,7468.742966444649,4125.31171664738
Incidence,Paraguay,Female,20-24 years,Depressive disorders,Number,2000,17046.321399583696,24169.773172583755,11564.551972559295
Incidence,Morocco,Male,10-14 years,Depressive disorders,Number,2000,33850.739954579025,54239.238951504536,17617.39195717495
Incidence,Morocco,Female,10-14 years,Depressive disorders,Number,2000,57843.0963120234,90811.4959178333,30642.329033661576
Incidence,Morocco,Male,15-19 years,Depressive disorders,Number,2000,72437.2713466903,103370.65130994219,50097.311857305736
Incidence,Morocco,Female,15-19 years,Depressive disorders,Number,2000,122132.95353677734,172480.2462499822,83671.2283158583
Incidence,Morocco,Male,20-24 years,Depressive disorders,Number,2000,82262.37666741165,114244.57979626302,56294.73225127865
Incidence,Morocco,Female,20-24 years,Depressive disorders,Number,2000,134964.85588236235,189585.69318229752,88565.76389366321
Incidence,Ukraine,Male,10-14 years,Depressive disorders,Number,2000,16712.00116844893,25909.46320733836,10004.828297593362
Incidence,Ukraine,Female,10-14 years,Depressive disorders,Number,2000,22693.977743962016,35040.68835463735,13481.51643747737
Incidence,Ukraine,Male,15-19 years,Depressive disorders,Number,2000,56868.3045238139,78503.12726467686,39228.82683984793
Incidence,Ukraine,Female,15-19 years,Depressive disorders,Number,2000,75718.28808513127,106005.92959058679,51174.55992071236
Incidence,Ukraine,Male,20-24 years,Depressive disorders,Number,2000,75473.76306044208,103474.09887891402,52080.62039042062
Incidence,Ukraine,Female,20-24 years,Depressive disorders,Number,2000,107643.94961658999,146757.22431154753,74857.4918097065
Incidence,Croatia,Male,10-14 years,Depressive disorders,Number,2000,1134.2924046121452,1762.7617475727827,634.8979101146671
Incidence,Croatia,Female,10-14 years,Depressive disorders,Number,2000,1794.291730681273,2883.267805032545,955.4337333657039
Incidence,Croatia,Male,15-19 years,Depressive disorders,Number,2000,3745.278306950312,5106.355939182616,2782.3707032883704
Incidence,Croatia,Female,15-19 years,Depressive disorders,Number,2000,5819.6392364881785,8320.53812201784,4195.743877460367
Incidence,Croatia,Male,20-24 years,Depressive disorders,Number,2000,4922.760548025373,6688.895757156052,3652.153860044906
Incidence,Croatia,Female,20-24 years,Depressive disorders,Number,2000,8053.99567819117,11110.797720647019,5587.949371991686
Incidence,Azerbaijan,Male,10-14 years,Depressive disorders,Number,2000,3764.1926338491876,5900.329185755263,2104.731805320077
Incidence,Azerbaijan,Female,10-14 years,Depressive disorders,Number,2000,5351.86200014684,8494.403502392694,2916.3057951102846
Incidence,Azerbaijan,Male,15-19 years,Depressive disorders,Number,2000,6927.581528406544,9634.755937269883,4860.915928293409
Incidence,Azerbaijan,Female,15-19 years,Depressive disorders,Number,2000,10855.91505045597,15972.535514997895,7288.182534965447
Incidence,Azerbaijan,Male,20-24 years,Depressive disorders,Number,2000,6555.854930949274,8962.997885931847,4522.469228494258
Incidence,Azerbaijan,Female,20-24 years,Depressive disorders,Number,2000,11930.76949741665,16883.88218937258,7784.604627521978
Incidence,Belarus,Male,10-14 years,Depressive disorders,Number,2000,3980.498829903969,6555.244255884314,2191.970821656646
Incidence,Belarus,Female,10-14 years,Depressive disorders,Number,2000,5563.78696032981,8965.210016852952,3051.254524963629
Incidence,Belarus,Male,15-19 years,Depressive disorders,Number,2000,12678.074441325189,17620.098838171816,8780.878017381934
Incidence,Belarus,Female,15-19 years,Depressive disorders,Number,2000,15944.902203252826,22688.547408694583,11335.770126400248
Incidence,Belarus,Male,20-24 years,Depressive disorders,Number,2000,16279.840980671599,21786.351495313287,11282.809501683176
Incidence,Belarus,Female,20-24 years,Depressive disorders,Number,2000,20612.415204159646,28476.521212295058,14620.761575668843
Incidence,Bosnia and Herzegovina,Male,10-14 years,Depressive disorders,Number,2000,1198.7210227630114,1909.5914019644636,692.7518374078683
Incidence,Bosnia and Herzegovina,Female,10-14 years,Depressive disorders,Number,2000,2263.0745604139674,3697.379040540835,1237.8815795618657
Incidence,Bosnia and Herzegovina,Male,15-19 years,Depressive disorders,Number,2000,3907.2206912003335,5286.653312308401,2836.768599677976
Incidence,Bosnia and Herzegovina,Female,15-19 years,Depressive disorders,Number,2000,7118.53757756831,9726.838971782303,5108.415131167766
Incidence,Bosnia and Herzegovina,Male,20-24 years,Depressive disorders,Number,2000,5214.450492133102,7123.770246202462,3738.09035569969
Incidence,Bosnia and Herzegovina,Female,20-24 years,Depressive disorders,Number,2000,9481.60268912622,12928.653616324907,6654.345572200533
Incidence,Bangladesh,Male,10-14 years,Depressive disorders,Number,2000,72419.39757534557,111435.36586857277,40939.58400839859
Incidence,Bangladesh,Female,10-14 years,Depressive disorders,Number,2000,126358.3115965219,205259.98712320096,70202.62207089193
Incidence,Bangladesh,Male,15-19 years,Depressive disorders,Number,2000,190049.2888648959,266845.56525299844,133246.70990037295
Incidence,Bangladesh,Female,15-19 years,Depressive disorders,Number,2000,396456.88118280354,559268.8486375269,275942.0886639522
Incidence,Bangladesh,Male,20-24 years,Depressive disorders,Number,2000,236335.85264213136,322215.01141255413,165254.38458011847
Incidence,Bangladesh,Female,20-24 years,Depressive disorders,Number,2000,550397.1263246936,757069.8199627877,378351.83724091353
Incidence,Kazakhstan,Male,10-14 years,Depressive disorders,Number,2000,8950.160908040732,13343.65566682901,5649.183488817674
Incidence,Kazakhstan,Female,10-14 years,Depressive disorders,Number,2000,11559.728968044192,18674.501910193296,6485.631645905491
Incidence,Kazakhstan,Male,15-19 years,Depressive disorders,Number,2000,22679.796156613505,31303.344336330076,16174.462508022816
Incidence,Kazakhstan,Female,15-19 years,Depressive disorders,Number,2000,27230.60951823586,37685.71508829296,20241.132758560052
Incidence,Kazakhstan,Male,20-24 years,Depressive disorders,Number,2000,25861.04975343402,35886.25262262072,18653.629387007542
Incidence,Kazakhstan,Female,20-24 years,Depressive disorders,Number,2000,31365.13733182194,43304.97031934338,22465.97949356538
Incidence,Viet Nam,Male,10-14 years,Depressive disorders,Number,2000,27830.448513137046,44300.068931339476,15319.571940129144
Incidence,Viet Nam,Female,10-14 years,Depressive disorders,Number,2000,56228.87311202652,94074.5238667751,31123.809168282503
Incidence,Viet Nam,Male,15-19 years,Depressive disorders,Number,2000,59707.90675406021,82203.63800975578,42167.412874287926
Incidence,Viet Nam,Female,15-19 years,Depressive disorders,Number,2000,119784.93280089532,167503.63637467675,85695.25332692203
Incidence,Viet Nam,Male,20-24 years,Depressive disorders,Number,2000,63471.05098554064,85425.83657442665,44553.495210904
Incidence,Viet Nam,Female,20-24 years,Depressive disorders,Number,2000,123336.51424378058,169289.92898483388,86543.71215983396
Incidence,Indonesia,Male,10-14 years,Depressive disorders,Number,2000,77294.38054854474,117846.91788496742,46105.79619533772
Incidence,Indonesia,Female,10-14 years,Depressive disorders,Number,2000,110772.19519657339,166571.11394025644,67663.99663919446
Incidence,Indonesia,Male,15-19 years,Depressive disorders,Number,2000,186829.49893381487,250171.543428002,133992.24191557764
Incidence,Indonesia,Female,15-19 years,Depressive disorders,Number,2000,251047.49675819644,339035.622261261,180533.64541688625
Incidence,Indonesia,Male,20-24 years,Depressive disorders,Number,2000,213102.43940336542,292173.6970398624,146593.41229784206
Incidence,Indonesia,Female,20-24 years,Depressive disorders,Number,2000,285683.3965200129,393526.9148071839,194997.56802202182
Incidence,Mali,Male,10-14 years,Depressive disorders,Number,2000,5748.411771740002,9136.63761854689,3233.373216191725
Incidence,Mali,Female,10-14 years,Depressive disorders,Number,2000,10343.314025558842,16317.768746131536,5830.364657857062
Incidence,Mali,Male,15-19 years,Depressive disorders,Number,2000,10570.565648424501,14784.988159501909,7395.9458182476055
Incidence,Mali,Female,15-19 years,Depressive disorders,Number,2000,20187.530657991312,28385.497335842843,13840.725388300023
Incidence,Mali,Male,20-24 years,Depressive disorders,Number,2000,10783.062445825002,14686.726440934854,7534.261544058998
Incidence,Mali,Female,20-24 years,Depressive disorders,Number,2000,21563.520746271162,30048.0013108043,14905.641121795436
Incidence,Bulgaria,Male,10-14 years,Depressive disorders,Number,2000,1601.5292473217023,2520.907454222487,913.5358142442976
Incidence,Bulgaria,Female,10-14 years,Depressive disorders,Number,2000,3070.661977374264,4991.08357102694,1671.733082085603
Incidence,Bulgaria,Male,15-19 years,Depressive disorders,Number,2000,4451.059951409953,6035.085238351744,3217.002551706709
Incidence,Bulgaria,Female,15-19 years,Depressive disorders,Number,2000,9062.755824959553,12585.736938229296,6322.428880207927
Incidence,Bulgaria,Male,20-24 years,Depressive disorders,Number,2000,6071.521469800641,8335.204653525767,4348.451583704625
Incidence,Bulgaria,Female,20-24 years,Depressive disorders,Number,2000,13035.960293269902,17852.36424635358,9084.164660416052
Incidence,Oman,Male,10-14 years,Depressive disorders,Number,2000,2900.244698907676,4529.781227417064,1556.3035883972138
Incidence,Oman,Female,10-14 years,Depressive disorders,Number,2000,4659.9607254740995,7685.690798062242,2547.061388823069
Incidence,Oman,Male,15-19 years,Depressive disorders,Number,2000,5289.223531624313,7421.151908681706,3584.156001134078
Incidence,Oman,Female,15-19 years,Depressive disorders,Number,2000,7859.899991743738,11578.542079239838,4985.216414452762
Incidence,Oman,Male,20-24 years,Depressive disorders,Number,2000,5788.769061148653,8158.957442801656,3803.498933598456
Incidence,Oman,Female,20-24 years,Depressive disorders,Number,2000,7536.139028350285,10740.465573630407,4828.922944963698
Incidence,Colombia,Male,10-14 years,Depressive disorders,Number,2000,15249.472931810973,24296.208629437097,8519.187128402895
Incidence,Colombia,Female,10-14 years,Depressive disorders,Number,2000,33763.69561453497,55047.486866214786,18049.740750620087
Incidence,Colombia,Male,15-19 years,Depressive disorders,Number,2000,41621.47278345218,58461.290371639014,28788.09553099717
Incidence,Colombia,Female,15-19 years,Depressive disorders,Number,2000,77449.61178414621,106443.03448795382,54893.13136093811
Incidence,Colombia,Male,20-24 years,Depressive disorders,Number,2000,50339.81519996445,69966.31432974011,35959.95474927731
Incidence,Colombia,Female,20-24 years,Depressive disorders,Number,2000,83575.62295078233,119708.68429426059,57397.28156004164
Incidence,Mauritania,Male,10-14 years,Depressive disorders,Number,2000,1675.7093454712804,2604.5217423320523,905.5808953997605
Incidence,Mauritania,Female,10-14 years,Depressive disorders,Number,2000,2289.5361770374557,3656.984412111373,1273.354251255282
Incidence,Mauritania,Male,15-19 years,Depressive disorders,Number,2000,3246.630917294437,4625.906034882657,2226.930216952367
Incidence,Mauritania,Female,15-19 years,Depressive disorders,Number,2000,4326.585157131379,5879.6442934336355,2990.571277872888
Incidence,Mauritania,Male,20-24 years,Depressive disorders,Number,2000,3377.080178606712,4633.781178355901,2344.2095984668604
Incidence,Mauritania,Female,20-24 years,Depressive disorders,Number,2000,4696.845955749106,6382.494239680565,3246.0149817607535
Incidence,Somalia,Male,10-14 years,Depressive disorders,Number,2000,8379.27497146914,12987.965732335662,4761.370386916691
Incidence,Somalia,Female,10-14 years,Depressive disorders,Number,2000,11482.574439787622,17796.68095435397,6402.839003249505
Incidence,Somalia,Male,15-19 years,Depressive disorders,Number,2000,21037.413121130678,30067.931104057865,14528.050717679027
Incidence,Somalia,Female,15-19 years,Depressive disorders,Number,2000,28021.670660138043,40110.90515007081,18985.29636770989
Incidence,Somalia,Male,20-24 years,Depressive disorders,Number,2000,25478.57585856131,35588.14326799961,17256.250680590823
Incidence,Somalia,Female,20-24 years,Depressive disorders,Number,2000,33865.219857415825,47883.25128771782,22955.799208133216
Incidence,Cambodia,Male,10-14 years,Depressive disorders,Number,2000,8562.121638142087,13908.373831704956,4529.564633672879
Incidence,Cambodia,Female,10-14 years,Depressive disorders,Number,2000,13873.611049674455,22349.52128314148,7372.720143023408
Incidence,Cambodia,Male,15-19 years,Depressive disorders,Number,2000,21427.749100516015,29745.353377721713,14694.495985416717
Incidence,Cambodia,Female,15-19 years,Depressive disorders,Number,2000,29923.236214787994,42892.34113004711,21133.932871244993
Incidence,Cambodia,Male,20-24 years,Depressive disorders,Number,2000,20364.91036378843,27961.401270731418,13745.535195084554
Incidence,Cambodia,Female,20-24 years,Depressive disorders,Number,2000,27051.4190622218,38568.06460728567,18181.504023013054
Incidence,Costa Rica,Male,10-14 years,Depressive disorders,Number,2000,1869.1333628595578,2916.9812995245675,1037.7021444938157
Incidence,Costa Rica,Female,10-14 years,Depressive disorders,Number,2000,4163.422135817443,6814.6077009895425,2209.935522779603
Incidence,Costa Rica,Male,15-19 years,Depressive disorders,Number,2000,4799.171438306503,6787.502003404131,3399.3484548512406
Incidence,Costa Rica,Female,15-19 years,Depressive disorders,Number,2000,8400.904508763057,11740.371454689857,5856.954952829597
Incidence,Costa Rica,Male,20-24 years,Depressive disorders,Number,2000,5749.981071589529,7988.311500349564,4174.323659976249
Incidence,Costa Rica,Female,20-24 years,Depressive disorders,Number,2000,8927.35320297447,12461.510434362033,6072.367960553662
Incidence,United Republic of Tanzania,Male,10-14 years,Depressive disorders,Number,2000,27464.990211926783,43452.7154431047,15567.148460591881
Incidence,United Republic of Tanzania,Female,10-14 years,Depressive disorders,Number,2000,41984.47924813008,66089.86372025213,22543.53775602065
Incidence,United Republic of Tanzania,Male,15-19 years,Depressive disorders,Number,2000,59438.895947540375,83588.24317927555,41423.82831264737
Incidence,United Republic of Tanzania,Female,15-19 years,Depressive disorders,Number,2000,93679.44739436543,134897.58097808095,61823.93460925777
