measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Estonia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,14.459302219594624,29.87927897280425,5.45377533292958
DALYs (Disability-Adjusted Life Years),Estonia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,38.86976767302418,81.04064296218424,9.437141490924873
DALYs (Disability-Adjusted Life Years),Estonia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,70.09387162002058,134.9424423870719,25.724308709412778
DALYs (Disability-Adjusted Life Years),Estonia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,36.44456527245965,71.8021652395574,13.062961069621448
DALYs (Disability-Adjusted Life Years),Estonia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,54.679152529514425,102.19545349934707,23.316091454737638
DALYs (Disability-Adjusted Life Years),Australia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,303.09226328989035,639.0211084685646,101.65616019550171
DALYs (Disability-Adjusted Life Years),Australia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,542.4616063585522,1116.8599435804892,214.097561114457
DALYs (Disability-Adjusted Life Years),Australia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,865.7459349551605,1812.313378896059,247.74250672447047
DALYs (Disability-Adjusted Life Years),Australia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,2651.377277285712,5298.44439809321,875.4075242776584
DALYs (Disability-Adjusted Life Years),Australia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,1053.5979095370706,2241.301674356204,367.78692097785773
DALYs (Disability-Adjusted Life Years),Australia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,2245.049751589375,4236.322069447303,932.058237116886
DALYs (Disability-Adjusted Life Years),Uzbekistan,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,144.4488184020875,331.2134051099002,41.02204419966978
DALYs (Disability-Adjusted Life Years),Uzbekistan,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,144.60592051882665,329.54551696924864,47.66099660807314
DALYs (Disability-Adjusted Life Years),Uzbekistan,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,483.6190664672705,1108.274600915347,109.28036026377285
DALYs (Disability-Adjusted Life Years),Uzbekistan,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,1130.2975603040425,2412.849600991227,303.27487555042586
DALYs (Disability-Adjusted Life Years),Uzbekistan,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,550.9470813510379,1210.4589589076968,164.30238287563165
DALYs (Disability-Adjusted Life Years),Uzbekistan,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,729.0285868857408,1462.3863444621513,269.5087552440283
DALYs (Disability-Adjusted Life Years),Thailand,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,437.9356399957495,969.7325571510193,141.35306023937184
DALYs (Disability-Adjusted Life Years),Thailand,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,432.2562465681997,909.2482430889298,142.91266696460727
DALYs (Disability-Adjusted Life Years),Thailand,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,1390.9569258013107,3075.0756175326187,366.8935914682822
DALYs (Disability-Adjusted Life Years),Thailand,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,1653.7454166151824,3299.8258651081123,555.1129333783462
DALYs (Disability-Adjusted Life Years),Thailand,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,1737.1407815662033,3572.3441044328115,602.5819955110899
DALYs (Disability-Adjusted Life Years),Thailand,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,1816.910836562083,3605.1058273542994,720.5552481468231
DALYs (Disability-Adjusted Life Years),Ukraine,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,215.17618498233597,474.18099533851995,70.32644880404942
DALYs (Disability-Adjusted Life Years),Ukraine,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,352.51023943285793,731.6697903294113,136.06164050500513
DALYs (Disability-Adjusted Life Years),Ukraine,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,1198.646083676386,2690.721896411374,282.48748131947167
DALYs (Disability-Adjusted Life Years),Ukraine,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,2457.4774318152317,4725.316067897261,914.2872389500625
DALYs (Disability-Adjusted Life Years),Ukraine,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,924.0858773319502,1902.6837526652644,310.1817505143369
DALYs (Disability-Adjusted Life Years),Ukraine,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,1569.8309236219877,2985.926036135733,640.782154045642
DALYs (Disability-Adjusted Life Years),Dominica,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,0.6802591173113831,1.478314387418699,0.21805605149259702
DALYs (Disability-Adjusted Life Years),Dominica,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,1.6291125002466724,3.3174506298247177,0.6064163624329281
DALYs (Disability-Adjusted Life Years),Dominica,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,1.456066509984232,3.231885350183538,0.3815220547956089
DALYs (Disability-Adjusted Life Years),Dominica,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,5.078565736773873,10.509766727184548,1.5433316008895699
DALYs (Disability-Adjusted Life Years),Dominica,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,2.209084012641437,4.58763410385021,0.7632114918894417
DALYs (Disability-Adjusted Life Years),Dominica,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,5.973926062655725,11.323452827536633,2.3908849265482712
DALYs (Disability-Adjusted Life Years),Israel,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,231.56939226600753,500.36090792388154,84.74271307218748
DALYs (Disability-Adjusted Life Years),Israel,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,313.113377781001,656.0951109357218,114.45826371008404
DALYs (Disability-Adjusted Life Years),Israel,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,450.652834629816,903.3980863412611,143.2309922864847
DALYs (Disability-Adjusted Life Years),Israel,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,832.8777594529115,1664.542080044123,252.32199900487055
DALYs (Disability-Adjusted Life Years),Israel,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,702.3457607446686,1390.6121085565999,260.42149041033883
DALYs (Disability-Adjusted Life Years),Israel,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,1038.6315667683693,1990.8688778107805,415.1806459131807
DALYs (Disability-Adjusted Life Years),Solomon Islands,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,3.071466568998793,6.890559264281212,0.9216821756553265
DALYs (Disability-Adjusted Life Years),Solomon Islands,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,4.988623465136652,10.922501845815352,1.7411976612038242
DALYs (Disability-Adjusted Life Years),Solomon Islands,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,12.893110932518152,27.112114689505713,4.041408337763929
DALYs (Disability-Adjusted Life Years),Solomon Islands,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,49.4707731779069,101.97124044549135,10.931048292427608
DALYs (Disability-Adjusted Life Years),Solomon Islands,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,13.628681616595454,27.650787767123656,4.598581201515215
DALYs (Disability-Adjusted Life Years),Solomon Islands,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,33.62715880461263,65.96380937809963,11.577467054990443
DALYs (Disability-Adjusted Life Years),Tajikistan,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,20.3333528822099,48.68103635966169,5.6699244577167205
DALYs (Disability-Adjusted Life Years),Tajikistan,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,28.07813135588702,61.423082222708274,9.500623986750746
DALYs (Disability-Adjusted Life Years),Tajikistan,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,48.722373684628344,111.80455268727927,13.320468864147376
DALYs (Disability-Adjusted Life Years),Tajikistan,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,280.4306728428786,637.2660289271396,62.377307371593254
DALYs (Disability-Adjusted Life Years),Tajikistan,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,67.13108502042316,148.83247887417042,19.438630471185764
DALYs (Disability-Adjusted Life Years),Tajikistan,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,164.48154727603108,336.4068695931361,58.49365703619277
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,4.5904188237879335,9.71623849180839,1.5092699934513865
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,4.52955032379024,9.658932264002328,1.6176902701691969
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,7.950028484434359,18.078655549544134,2.07477000062832
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,15.370261898699463,30.292593028325282,4.996343196560724
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,14.097434551754127,29.38593312127396,4.599956036756929
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,16.585518964865663,32.09083228867869,6.42961125039266
DALYs (Disability-Adjusted Life Years),Serbia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,28.953504136236557,69.54237582978547,8.225896531731742
DALYs (Disability-Adjusted Life Years),Serbia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,50.7936159882564,110.4749502570695,16.713554904822033
DALYs (Disability-Adjusted Life Years),Serbia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,108.19994657106919,227.1492714939246,30.014600729609853
DALYs (Disability-Adjusted Life Years),Serbia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,250.10521332069405,509.02763031556776,81.54082994802715
DALYs (Disability-Adjusted Life Years),Serbia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,106.44763145959354,233.70074014325445,33.26437894245447
DALYs (Disability-Adjusted Life Years),Serbia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,204.20360606359952,397.2283285356274,75.40829724985487
DALYs (Disability-Adjusted Life Years),North Macedonia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,6.237352522798243,13.853413178211664,1.7860792226600446
DALYs (Disability-Adjusted Life Years),North Macedonia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,10.407670869728154,22.09219244034791,3.6666516977658956
DALYs (Disability-Adjusted Life Years),North Macedonia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,27.252256990485822,57.012453272510264,8.035330140022465
DALYs (Disability-Adjusted Life Years),North Macedonia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,71.63409267075922,148.82290093041118,23.010446201345566
DALYs (Disability-Adjusted Life Years),North Macedonia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,25.32306669080348,51.29275431209913,8.995749132107496
DALYs (Disability-Adjusted Life Years),North Macedonia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,49.20102480679486,95.67141253286746,20.079074452528303
DALYs (Disability-Adjusted Life Years),Norway,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,47.96375336934778,100.00323384231312,15.741256397542674
DALYs (Disability-Adjusted Life Years),Norway,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,78.7790200990437,159.21411765188148,31.066332132357854
DALYs (Disability-Adjusted Life Years),Norway,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,134.62517192469136,297.3917117030822,36.94444952461711
DALYs (Disability-Adjusted Life Years),Norway,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,319.10312059594924,601.961888111566,114.17284750672118
DALYs (Disability-Adjusted Life Years),Norway,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,169.97041091074692,351.51887130708013,54.99758135618692
DALYs (Disability-Adjusted Life Years),Norway,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,306.8678421574611,559.2240409448713,128.49475563988764
DALYs (Disability-Adjusted Life Years),Georgia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,11.429037893773126,27.06470331265611,3.1466717872400647
DALYs (Disability-Adjusted Life Years),Georgia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,9.996991963997303,23.043786308587347,3.058499219061241
DALYs (Disability-Adjusted Life Years),Georgia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,38.61372531076269,93.16446402202999,8.620653511788994
DALYs (Disability-Adjusted Life Years),Georgia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,46.30998766969752,96.49199546278747,16.424345706075602
DALYs (Disability-Adjusted Life Years),Georgia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,43.867796266090664,100.87586785240286,12.486052211354178
DALYs (Disability-Adjusted Life Years),Georgia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,40.244674416307774,85.9407748637734,14.666561800625281
DALYs (Disability-Adjusted Life Years),Kiribati,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,0.9296982821187317,2.095194744755021,0.3062883867865687
DALYs (Disability-Adjusted Life Years),Kiribati,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,1.6392625603349473,3.4725063504464924,0.6242096017571023
DALYs (Disability-Adjusted Life Years),Kiribati,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,4.40307281008339,9.706805621376493,1.2164605003831865
DALYs (Disability-Adjusted Life Years),Kiribati,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,10.814391409583557,20.741807365689834,3.4940484681704858
DALYs (Disability-Adjusted Life Years),Kiribati,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,4.140956193557095,8.34358816392535,1.3694451580472595
DALYs (Disability-Adjusted Life Years),Kiribati,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,8.339345436858675,15.672638757111741,3.397503907213886
DALYs (Disability-Adjusted Life Years),Montenegro,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,2.2569646745400562,5.159975307515788,0.60722179209191
DALYs (Disability-Adjusted Life Years),Montenegro,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,4.4099177199597435,9.733360660731986,1.490280500265005
DALYs (Disability-Adjusted Life Years),Montenegro,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,8.745612028993042,18.661137781284662,2.5678714769963675
DALYs (Disability-Adjusted Life Years),Montenegro,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,23.916895357180948,47.75028768531742,8.179006754218316
DALYs (Disability-Adjusted Life Years),Montenegro,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,9.248597242180136,19.131035194962337,2.8459834980382817
DALYs (Disability-Adjusted Life Years),Montenegro,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,19.773602583202653,38.12301226712334,7.554773283734604
DALYs (Disability-Adjusted Life Years),Belgium,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,173.34913255686908,357.2490335542341,62.2073921211079
DALYs (Disability-Adjusted Life Years),Belgium,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,272.38188264908666,537.5432861999136,106.43901218608609
DALYs (Disability-Adjusted Life Years),Belgium,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,379.665790176765,792.9858402731238,99.39087846744476
DALYs (Disability-Adjusted Life Years),Belgium,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,809.8471899479079,1572.3901226384457,292.911951630918
DALYs (Disability-Adjusted Life Years),Belgium,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,512.9124654694338,1037.7920028842188,187.2348102890952
DALYs (Disability-Adjusted Life Years),Belgium,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,884.8702780293503,1661.2283912267249,373.0313574221507
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,742.6591071841569,1511.3548984629726,261.5494776039102
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,1291.15557575392,2508.264301476968,527.755379811948
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,2200.787359625805,4613.822135675614,675.2287825693192
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,5688.833181485787,10843.254613944431,1967.6185605845194
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,2551.259632589509,5152.234057008433,870.8074097040836
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,5057.542743566716,9189.614962486308,2111.764900235874
DALYs (Disability-Adjusted Life Years),Cambodia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,92.43026650562419,212.32637246586233,26.101767940871195
DALYs (Disability-Adjusted Life Years),Cambodia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,156.17917794048114,356.74994220308594,47.64198347791011
DALYs (Disability-Adjusted Life Years),Cambodia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,390.5834986166695,775.6834096119836,138.4171124595732
DALYs (Disability-Adjusted Life Years),Cambodia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,648.3267239614703,1391.6932948050326,160.42400465185355
DALYs (Disability-Adjusted Life Years),Cambodia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,393.5239084392499,785.7363161665812,142.59660020839868
DALYs (Disability-Adjusted Life Years),Cambodia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,642.7854924573801,1323.8493451779216,225.95671313889486
DALYs (Disability-Adjusted Life Years),Iceland,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,2.3553676879049545,5.091696913257825,0.7450585855974198
DALYs (Disability-Adjusted Life Years),Iceland,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,5.111285353419779,10.398072498272304,1.9814500600560605
DALYs (Disability-Adjusted Life Years),Iceland,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,4.506654096341467,9.91993845007043,1.2196211966394868
DALYs (Disability-Adjusted Life Years),Iceland,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,11.040724037298588,22.313867143510254,4.011496149596658
DALYs (Disability-Adjusted Life Years),Iceland,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,6.509851201178578,13.713424493418303,2.094897434825698
DALYs (Disability-Adjusted Life Years),Iceland,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,14.174462257346617,27.949878574892733,5.6021572000693585
DALYs (Disability-Adjusted Life Years),Viet Nam,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,483.0527542266621,1071.1570178166378,136.80610850834717
DALYs (Disability-Adjusted Life Years),Viet Nam,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,760.4120700867949,1704.1534098233058,230.38591517352936
DALYs (Disability-Adjusted Life Years),Viet Nam,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,1696.1946508049816,3537.4004094211527,517.6151946428803
DALYs (Disability-Adjusted Life Years),Viet Nam,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,3766.7619325713563,7732.820888961594,920.5081586553243
DALYs (Disability-Adjusted Life Years),Viet Nam,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,1755.736437702999,3569.971806689321,583.8306247351027
DALYs (Disability-Adjusted Life Years),Viet Nam,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,3212.948657876681,6398.29321961682,1130.7624855572662
DALYs (Disability-Adjusted Life Years),Andorra,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,2.559328153724606,5.328288324720955,0.7939760521135263
DALYs (Disability-Adjusted Life Years),Andorra,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,4.892524262987163,9.624650561575077,1.8901415299263231
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,28.80448139086245,69.98267763943734,8.62887197012317
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,29.92276734887402,66.11887750694586,9.72547498310093
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,94.29102584392187,221.0572988803104,21.30246250552255
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,284.8364191020697,616.9248238834201,72.18352643014882
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,105.11786889116678,240.4101797503631,31.283385718100376
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,159.764186015577,317.0672372523587,58.155907275538084
DALYs (Disability-Adjusted Life Years),Malaysia,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,763.2756318330037,1596.842597508194,299.6631665749704
DALYs (Disability-Adjusted Life Years),Malaysia,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,940.1344607079207,1900.4056912927413,351.4569638203286
DALYs (Disability-Adjusted Life Years),Malaysia,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,1650.7013382807502,3165.329641220642,632.1939602828407
DALYs (Disability-Adjusted Life Years),Malaysia,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,1998.4796553903475,3964.0667489133025,572.5358392241333
DALYs (Disability-Adjusted Life Years),Malaysia,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,2675.013213213107,5342.136505211947,1045.4146153877714
DALYs (Disability-Adjusted Life Years),Malaysia,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,3498.0605401091184,6645.836498438523,1341.4912105180026
DALYs (Disability-Adjusted Life Years),Samoa,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,2.35464828665147,5.413996788811224,0.7569458975055571
DALYs (Disability-Adjusted Life Years),Samoa,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,3.2571256595101064,7.304417639191405,1.0585365832544409
DALYs (Disability-Adjusted Life Years),Samoa,Male,20-24 years,Depressive disorders,All risk factors,Number,2015,7.117431182490438,15.550394740400819,1.9088268316868633
DALYs (Disability-Adjusted Life Years),Samoa,Female,20-24 years,Depressive disorders,All risk factors,Number,2015,10.215223035992159,21.380070914846904,3.0349769505070263
DALYs (Disability-Adjusted Life Years),Samoa,Male,10-19 years,Depressive disorders,All risk factors,Number,2015,9.546816616607472,19.548680351044997,3.030267956023416
DALYs (Disability-Adjusted Life Years),Samoa,Female,10-19 years,Depressive disorders,All risk factors,Number,2015,12.49602010601618,25.24099913945861,4.480159639391959
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Male,10-14 years,Depressive disorders,All risk factors,Number,2015,1.016358747750846,2.35519714002721,0.3006036752460898
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Female,10-14 years,Depressive disorders,All risk factors,Number,2015,1.5765168799895668,3.5953062137493226,0.5127795195894841
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Male,20-24 years,Depressive disorders,All risk factors,Number,2015,3.7616105936176587,8.164081929245597,0.9948553100406315
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Female,20-24 years,Depressive disorders,All risk factors,Number,2015,7.481840394211215,15.058682423999395,1.9871096142523441
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Male,10-19 years,Depressive disorders,All risk factors,Number,2015,4.433833457192579,9.087792955384385,1.416965079750127
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Female,10-19 years,Depressive disorders,All risk factors,Number,2015,7.382243163455452,14.484854766870264,2.7497090383014857
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Male,10-14 years,Depressive disorders,All risk factors,Number,2015,107.17295652421211,232.89706852027925,34.79420943545572
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Female,10-14 years,Depressive disorders,All risk factors,Number,2015,153.3599467207486,333.71277659635354,51.83922431916155
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Male,20-24 years,Depressive disorders,All risk factors,Number,2015,370.96890098000927,819.8958378524214,87.90374785665726
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Female,20-24 years,Depressive disorders,All risk factors,Number,2015,664.7784095077034,1329.0048124358977,187.69835582617844
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Male,10-19 years,Depressive disorders,All risk factors,Number,2015,414.3951978860418,841.2011653983358,143.6951772233637
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Female,10-19 years,Depressive disorders,All risk factors,Number,2015,648.9381009209405,1297.643201850602,243.1634612782168
DALYs (Disability-Adjusted Life Years),China,Male,10-14 years,Depressive disorders,All risk factors,Number,2015,4685.5173920171155,10257.471802289983,1554.9019107441093
DALYs (Disability-Adjusted Life Years),China,Female,10-14 years,Depressive disorders,All risk factors,Number,2015,7313.4505182947405,15852.0299821771,2547.4410693769432
