measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,United Republic of Tanzania,Male,10-14 years,Depressive disorders,Percent,2006,0.0024242438673378695,0.0038566353326326477,0.0012876228521103198
Incidence,United Republic of Tanzania,Female,10-14 years,Depressive disorders,Percent,2006,0.0038484332080551253,0.006212594648747145,0.0020364902521010134
Incidence,United Republic of Tanzania,Male,15-19 years,Depressive disorders,Number,2006,65859.01622734837,93931.50457997293,45995.3152648642
Incidence,United Republic of Tanzania,Female,15-19 years,Depressive disorders,Number,2006,103314.08828050956,145818.22479227305,69338.5664051356
Incidence,United Republic of Tanzania,Male,15-19 years,Depressive disorders,Percent,2006,0.006207820414394595,0.009130947233645699,0.003987337261776894
Incidence,United Republic of Tanzania,Female,15-19 years,Depressive disorders,Percent,2006,0.009136785245740317,0.013225738682316255,0.005804952547013747
Incidence,United Republic of Tanzania,Male,20-24 years,Depressive disorders,Number,2006,70487.05418031578,97744.36075226369,47859.81402535448
Incidence,United Republic of Tanzania,Female,20-24 years,Depressive disorders,Number,2006,120231.80728947085,167024.75682177496,80741.85052491594
Incidence,United Republic of Tanzania,Male,20-24 years,Depressive disorders,Percent,2006,0.0077764210343531075,0.011216618636668443,0.005056439525782039
Incidence,United Republic of Tanzania,Female,20-24 years,Depressive disorders,Percent,2006,0.011074407499373069,0.015766359962268266,0.007091223472086408
Incidence,American Samoa,Male,10-14 years,Depressive disorders,Number,2000,24.740911139758758,39.66038100144198,13.515934799163436
Incidence,American Samoa,Female,10-14 years,Depressive disorders,Number,2000,40.94014287235092,67.23096843037304,21.829898156239484
Incidence,American Samoa,Male,10-14 years,Depressive disorders,Percent,2000,0.0016459306134908322,0.0027301571383116945,0.0008363175555636468
Incidence,American Samoa,Female,10-14 years,Depressive disorders,Percent,2000,0.0030979068328982214,0.005081255380614972,0.0015784702771498313
Incidence,American Samoa,Male,15-19 years,Depressive disorders,Number,2000,68.4660846885912,95.0967159189622,49.214637722271135
Incidence,American Samoa,Female,15-19 years,Depressive disorders,Number,2000,82.62829182882707,114.58025396986089,58.58694869609405
Incidence,American Samoa,Male,15-19 years,Depressive disorders,Percent,2000,0.005395292106617182,0.007829437907153826,0.0035408731744221633
Incidence,American Samoa,Female,15-19 years,Depressive disorders,Percent,2000,0.0069134371815392694,0.009956621200740591,0.004497262316497696
Incidence,American Samoa,Male,20-24 years,Depressive disorders,Number,2000,76.53214803191041,105.92199677011244,52.70998530001251
Incidence,American Samoa,Female,20-24 years,Depressive disorders,Number,2000,79.68979776865334,111.75480426570408,54.03758690045953
Incidence,American Samoa,Male,20-24 years,Depressive disorders,Percent,2000,0.00696377104661363,0.01007047586762075,0.004634783653395528
Incidence,American Samoa,Female,20-24 years,Depressive disorders,Percent,2000,0.0073708110102364026,0.010687038875726876,0.004755013643091659
Incidence,Pakistan,Male,10-14 years,Depressive disorders,Number,2006,65396.47046715555,98204.69218642818,39669.123586903916
Incidence,Pakistan,Female,10-14 years,Depressive disorders,Number,2006,107001.47526903362,159362.729048655,64926.9036612775
Incidence,Pakistan,Male,10-14 years,Depressive disorders,Percent,2006,0.001202044488755478,0.001878897175921052,0.0007035486271572602
Incidence,Pakistan,Female,10-14 years,Depressive disorders,Percent,2006,0.0020118658999348283,0.0031245552521801437,0.0011645325808692807
Incidence,Pakistan,Male,15-19 years,Depressive disorders,Number,2006,153069.63923540938,209749.45958376504,105547.5731402673
Incidence,Pakistan,Female,15-19 years,Depressive disorders,Number,2006,265859.7645555786,375092.5766354074,181827.55251300428
Incidence,Pakistan,Male,15-19 years,Depressive disorders,Percent,2006,0.0035723504657720665,0.0050672901687608485,0.002351912547476508
Incidence,Pakistan,Female,15-19 years,Depressive disorders,Percent,2006,0.006111615308922502,0.008757309726666636,0.004044294438796601
Incidence,Pakistan,Male,20-24 years,Depressive disorders,Number,2006,194762.86443951936,265062.22724526556,134186.77068300778
Incidence,Pakistan,Female,20-24 years,Depressive disorders,Number,2006,375983.6236711187,512257.8041495138,262728.402714759
Incidence,Pakistan,Male,20-24 years,Depressive disorders,Percent,2006,0.005275297921247513,0.007525479098685996,0.0035214901938711734
Incidence,Pakistan,Female,20-24 years,Depressive disorders,Percent,2006,0.00968491377789086,0.013533365963816116,0.006588774603520221
Incidence,Qatar,Male,10-14 years,Depressive disorders,Number,2006,557.6827819502724,925.8599027490063,291.5782001133056
Incidence,Qatar,Female,10-14 years,Depressive disorders,Number,2006,921.1706577061245,1485.7251857933709,491.18030591706275
Incidence,Qatar,Male,10-14 years,Depressive disorders,Percent,2006,0.0042295129700914685,0.007159969532872387,0.0021097328631150786
Incidence,Qatar,Female,10-14 years,Depressive disorders,Percent,2006,0.006607388680122056,0.01103768163764178,0.0033301251162783365
Incidence,Qatar,Male,15-19 years,Depressive disorders,Number,2006,1106.673742309206,1608.1217886202587,751.9812102785104
Incidence,Qatar,Female,15-19 years,Depressive disorders,Number,2006,1486.901581337742,2149.9395044035928,973.6077130936932
Incidence,Qatar,Male,15-19 years,Depressive disorders,Percent,2006,0.009276500712487815,0.014215234897162528,0.005907474810139318
Incidence,Qatar,Female,15-19 years,Depressive disorders,Percent,2006,0.013350633983895346,0.01975244617833139,0.008234456428688497
Incidence,Qatar,Male,20-24 years,Depressive disorders,Number,2006,3417.153544110233,4746.824370484658,2345.1749932897183
Incidence,Qatar,Female,20-24 years,Depressive disorders,Number,2006,1926.4268993117553,2730.7533527021887,1258.8421195559777
Incidence,Qatar,Male,20-24 years,Depressive disorders,Percent,2006,0.01078473558359241,0.015544555763026872,0.006957217237048692
Incidence,Qatar,Female,20-24 years,Depressive disorders,Percent,2006,0.014515087569477735,0.020981056275137126,0.009144145398540594
Incidence,Nigeria,Male,10-14 years,Depressive disorders,Number,2006,105662.79972861994,159363.8006354381,64613.616446019136
Incidence,Nigeria,Female,10-14 years,Depressive disorders,Number,2006,183099.4401196089,272398.39577577653,112825.61929885818
Incidence,Nigeria,Male,10-14 years,Depressive disorders,Percent,2006,0.0022841463043592027,0.003557540611875927,0.0013188119095018525
Incidence,Nigeria,Female,10-14 years,Depressive disorders,Percent,2006,0.004009934981154808,0.006085710150810888,0.0023888611737400817
Incidence,Nigeria,Male,15-19 years,Depressive disorders,Number,2006,259067.31139567547,351222.764962086,181350.5595583031
Incidence,Nigeria,Female,15-19 years,Depressive disorders,Number,2006,466231.34418279474,626892.9109024401,329467.1623644497
Incidence,Nigeria,Male,15-19 years,Depressive disorders,Percent,2006,0.006524755297144102,0.00917711924154259,0.0043579095836204585
Incidence,Nigeria,Female,15-19 years,Depressive disorders,Percent,2006,0.011181656927711343,0.015605404342438817,0.007593202121042786
Incidence,Nigeria,Male,20-24 years,Depressive disorders,Number,2006,297404.5227025614,404212.2027750401,205943.1680169286
Incidence,Nigeria,Female,20-24 years,Depressive disorders,Number,2006,555938.0718249676,754700.601155432,381977.5145022528
Incidence,Nigeria,Male,20-24 years,Depressive disorders,Percent,2006,0.008568417810051401,0.011911647831493847,0.005674812859414887
Incidence,Nigeria,Female,20-24 years,Depressive disorders,Percent,2006,0.013795260822402313,0.019145036446377828,0.0091812157433833
Incidence,Burkina Faso,Male,10-14 years,Depressive disorders,Number,2006,11340.493895469173,17814.964650857768,6545.095191402859
Incidence,Burkina Faso,Female,10-14 years,Depressive disorders,Number,2006,16464.073866110775,25877.897347408412,9012.965496267158
Incidence,Burkina Faso,Male,10-14 years,Depressive disorders,Percent,2006,0.002197878036969162,0.0034256413694920664,0.0012067006816452398
Incidence,Burkina Faso,Female,10-14 years,Depressive disorders,Percent,2006,0.0031831520477458466,0.005197261535822031,0.0016873738718723127
Incidence,Burkina Faso,Male,15-19 years,Depressive disorders,Number,2006,19737.39870115304,27397.989668011236,13770.641369337829
Incidence,Burkina Faso,Female,15-19 years,Depressive disorders,Number,2006,32166.41383995973,44373.61248015597,22539.730687707084
Incidence,Burkina Faso,Male,15-19 years,Depressive disorders,Percent,2006,0.005295079201337106,0.0076874632436525975,0.00355947402996867
Incidence,Burkina Faso,Female,15-19 years,Depressive disorders,Percent,2006,0.007619378798785014,0.010779084098534043,0.005176639797056763
Incidence,Burkina Faso,Male,20-24 years,Depressive disorders,Number,2006,21862.826666305864,28719.610781510302,16210.271277936248
Incidence,Burkina Faso,Female,20-24 years,Depressive disorders,Number,2006,35768.35721542293,48237.22157112988,25409.372592173153
Incidence,Burkina Faso,Male,20-24 years,Depressive disorders,Percent,2006,0.007237444099877759,0.010027218224369168,0.005056848459573797
Incidence,Burkina Faso,Female,20-24 years,Depressive disorders,Percent,2006,0.009038683286784935,0.012499682555678428,0.00618834841805749
Incidence,Saint Kitts and Nevis,Male,10-14 years,Depressive disorders,Number,2006,26.361122199899587,43.70235829535892,13.746294680576968
Incidence,Saint Kitts and Nevis,Female,10-14 years,Depressive disorders,Number,2006,64.42244521775434,110.10752736559441,32.652156972398394
Incidence,Saint Kitts and Nevis,Male,10-14 years,Depressive disorders,Percent,2006,0.00222852638863991,0.0037304231370008864,0.0010899715495609188
Incidence,Saint Kitts and Nevis,Female,10-14 years,Depressive disorders,Percent,2006,0.005424858854089851,0.009264783756517455,0.002628965915312716
Incidence,Saint Kitts and Nevis,Male,15-19 years,Depressive disorders,Number,2006,62.860799293469356,92.8473351556807,38.980686514342835
Incidence,Saint Kitts and Nevis,Female,15-19 years,Depressive disorders,Number,2006,145.2339781563362,217.60304763013224,90.03951932973217
Incidence,Saint Kitts and Nevis,Male,15-19 years,Depressive disorders,Percent,2006,0.0055932677141743116,0.008326579400529752,0.0033241346579082477
Incidence,Saint Kitts and Nevis,Female,15-19 years,Depressive disorders,Percent,2006,0.012621049654882917,0.0192923791396928,0.0075032656973895474
Incidence,Saint Kitts and Nevis,Male,20-24 years,Depressive disorders,Number,2006,74.34000043545905,110.87573085962383,45.94154607468782
Incidence,Algeria,Male,10-14 years,Depressive disorders,Number,2000,38470.76932734628,61188.0513822707,20428.52245324401
Incidence,Algeria,Female,10-14 years,Depressive disorders,Number,2000,62171.005054716574,99762.67502184473,32907.372997559716
Incidence,Algeria,Male,10-14 years,Depressive disorders,Percent,2000,0.004114664787925622,0.006806388279463062,0.0020318993112650083
Incidence,Algeria,Female,10-14 years,Depressive disorders,Percent,2000,0.006736718275545937,0.011121940574563656,0.0033356460890879634
Incidence,Algeria,Male,15-19 years,Depressive disorders,Number,2000,75394.17355780036,108362.62300631497,50191.05392697887
Incidence,Algeria,Female,15-19 years,Depressive disorders,Number,2000,114804.23964091408,165922.0280146418,75375.72677572459
Incidence,Algeria,Male,15-19 years,Depressive disorders,Percent,2000,0.00849619748024106,0.012670556376796921,0.005429145546598942
Incidence,Algeria,Female,15-19 years,Depressive disorders,Percent,2000,0.013079787570843823,0.019344539634870452,0.008214144856255526
Incidence,Algeria,Male,20-24 years,Depressive disorders,Number,2000,75368.26807594395,106273.7174814051,50152.64855758912
Incidence,Algeria,Female,20-24 years,Depressive disorders,Number,2000,112272.67012951491,157129.29940737353,73467.53023135984
Incidence,Algeria,Male,20-24 years,Depressive disorders,Percent,2000,0.009627694734089904,0.014085285450477818,0.0062298548038378955
Incidence,Algeria,Female,20-24 years,Depressive disorders,Percent,2000,0.013911720844039806,0.02051313519846998,0.00895374683956876
Incidence,American Samoa,Male,10-14 years,Depressive disorders,Number,2006,26.151892141489366,42.57154106660204,13.961661050873717
Incidence,American Samoa,Female,10-14 years,Depressive disorders,Number,2006,43.50348154631306,70.10482428115218,23.99830930401901
Incidence,American Samoa,Male,10-14 years,Depressive disorders,Percent,2006,0.00162107722112667,0.0026628657140735845,0.0008141959293016277
Incidence,American Samoa,Female,10-14 years,Depressive disorders,Percent,2006,0.00301568742078246,0.005052109628295744,0.0015407091409265967
Incidence,American Samoa,Male,15-19 years,Depressive disorders,Number,2006,63.98187586625286,90.06634780076672,45.71958542114984
Incidence,American Samoa,Female,15-19 years,Depressive disorders,Number,2006,79.79356509442849,111.59449881678752,56.47575663343286
Incidence,American Samoa,Male,15-19 years,Depressive disorders,Percent,2006,0.005195459229831141,0.007714537853900451,0.0033725457903225806
Incidence,American Samoa,Female,15-19 years,Depressive disorders,Percent,2006,0.006749054984061143,0.010009892929302718,0.004485728034683549
Incidence,American Samoa,Male,20-24 years,Depressive disorders,Number,2006,64.5950542767886,90.8669627712345,46.14293922067575
Incidence,American Samoa,Female,20-24 years,Depressive disorders,Number,2006,71.04012400758054,99.37077680556324,48.983337065013146
Incidence,American Samoa,Male,20-24 years,Depressive disorders,Percent,2006,0.006698118221475549,0.009859182150551352,0.00438166555257079
Incidence,American Samoa,Female,20-24 years,Depressive disorders,Percent,2006,0.007205689792452272,0.010392259209710446,0.004641981831063765
Incidence,Burundi,Male,10-14 years,Depressive disorders,Number,2006,6436.477187929892,10479.540118618877,3622.2220008574827
Incidence,Burundi,Female,10-14 years,Depressive disorders,Number,2006,10462.73791652828,16412.854510725807,5826.884910200722
Incidence,Burundi,Male,10-14 years,Depressive disorders,Percent,2006,0.003087375535343751,0.005076411244267367,0.001660207218737429
Incidence,Burundi,Female,10-14 years,Depressive disorders,Percent,2006,0.00451196287167534,0.007171993382891897,0.0024074031795292138
Incidence,Burundi,Male,15-19 years,Depressive disorders,Number,2006,14886.750597722654,21347.187965195648,10345.565323828972
Incidence,Burundi,Female,15-19 years,Depressive disorders,Number,2006,24186.659755907323,34711.771967290355,16470.211212699072
Incidence,Burundi,Male,15-19 years,Depressive disorders,Percent,2006,0.008224203851761015,0.011959766307229853,0.005529364134226871
Incidence,Burundi,Female,15-19 years,Depressive disorders,Percent,2006,0.011276025803138004,0.016334612372653084,0.007276531554062551
Incidence,Burundi,Male,20-24 years,Depressive disorders,Number,2006,15724.369997150012,21980.56074576425,10878.38120417538
Incidence,Burundi,Female,20-24 years,Depressive disorders,Number,2006,24912.472611661517,34468.92187932304,16831.2256550495
Incidence,Burundi,Male,20-24 years,Depressive disorders,Percent,2006,0.010447319039978375,0.014951958406697392,0.006839442688992445
Incidence,Burundi,Female,20-24 years,Depressive disorders,Percent,2006,0.013540913090256887,0.019047811513854658,0.008783505994166323
Incidence,Djibouti,Male,10-14 years,Depressive disorders,Number,2006,573.88587387816,883.482527435424,322.5503618374336
Incidence,Djibouti,Female,10-14 years,Depressive disorders,Number,2006,716.2171951811218,1145.9706908284927,395.47352425858065
Incidence,Djibouti,Male,10-14 years,Depressive disorders,Percent,2006,0.002621785420244688,0.00416061784943285,0.0013894431859528809
Incidence,Djibouti,Female,10-14 years,Depressive disorders,Percent,2006,0.004022589891238982,0.0066796889206412295,0.0020835693688698244
Incidence,Djibouti,Male,15-19 years,Depressive disorders,Number,2006,1402.2159549924716,2011.169740361433,986.4778640085153
Incidence,Djibouti,Female,15-19 years,Depressive disorders,Number,2006,1787.9979121896945,2585.076389120849,1205.6833523490754
Incidence,Djibouti,Male,15-19 years,Depressive disorders,Percent,2006,0.006592620376812509,0.009643794415481166,0.004271753778546882
Incidence,Djibouti,Female,15-19 years,Depressive disorders,Percent,2006,0.009341388581814894,0.013622735062911841,0.005938857067941931
Incidence,Djibouti,Male,20-24 years,Depressive disorders,Number,2006,1668.2706151981267,2318.3452208077797,1130.452177117466
Incidence,Djibouti,Female,20-24 years,Depressive disorders,Number,2006,2223.151686096321,3104.800123346617,1497.5169706198908
Incidence,Djibouti,Male,20-24 years,Depressive disorders,Percent,2006,0.00831132765614888,0.012066977018141543,0.00540767522808651
Incidence,Djibouti,Female,20-24 years,Depressive disorders,Percent,2006,0.011074034370048192,0.015949296643677075,0.007195146601141325
Incidence,Nepal,Male,10-14 years,Depressive disorders,Number,2006,14737.742056568297,23202.708190417714,8102.515009976417
Incidence,Nepal,Female,10-14 years,Depressive disorders,Number,2006,24778.14881727069,39690.49042250897,13697.526271805697
Incidence,Nepal,Male,10-14 years,Depressive disorders,Percent,2006,0.0015994418422471215,0.0025610779697794444,0.0008284374405026251
Incidence,Nepal,Female,10-14 years,Depressive disorders,Percent,2006,0.0026791761790539866,0.004328478269981892,0.001400546776967853
Incidence,Nepal,Male,15-19 years,Depressive disorders,Number,2006,39671.35861325737,55615.77117903005,28306.40549078761
Incidence,Nepal,Female,15-19 years,Depressive disorders,Number,2006,63871.5342364672,87868.40430405669,45870.89635374993
Incidence,Nepal,Male,15-19 years,Depressive disorders,Percent,2006,0.0055967747665182244,0.008062513489614889,0.003726473044186014
Incidence,Nepal,Female,15-19 years,Depressive disorders,Percent,2006,0.008025552783184519,0.011298959306433851,0.0055899692682715345
Incidence,Nepal,Male,20-24 years,Depressive disorders,Number,2006,47842.179952296545,64224.06654068366,34135.49804744781
Incidence,Nepal,Female,20-24 years,Depressive disorders,Number,2006,80087.18218576143,105647.29259953457,57975.94047770316
Incidence,Nepal,Male,20-24 years,Depressive disorders,Percent,2006,0.008524852100247522,0.011794615384039113,0.005812129442513202
Incidence,Nepal,Female,20-24 years,Depressive disorders,Percent,2006,0.011341623839854936,0.015306399225808901,0.007888868485528307
Incidence,Denmark,Male,10-14 years,Depressive disorders,Number,2006,2706.462268404342,4174.466138830149,1626.6141036388235
Incidence,Denmark,Female,10-14 years,Depressive disorders,Number,2006,5448.294870286465,8345.629387785024,3060.4414601979784
Incidence,Denmark,Male,10-14 years,Depressive disorders,Percent,2006,0.003194224541349301,0.005089306790165007,0.0017797046282272864
Incidence,Denmark,Female,10-14 years,Depressive disorders,Percent,2006,0.006761856010279417,0.01075479201847313,0.0035209204314882534
Incidence,Denmark,Male,15-19 years,Depressive disorders,Number,2006,4282.215418005737,6117.144156293042,2992.7599980490713
Incidence,Denmark,Female,15-19 years,Depressive disorders,Number,2006,8191.92542297959,11924.768418208967,5408.499445259876
Incidence,Denmark,Male,15-19 years,Depressive disorders,Percent,2006,0.005692166004766868,0.008324228730655716,0.003729937282613602
Incidence,Denmark,Female,15-19 years,Depressive disorders,Percent,2006,0.010545449683794434,0.015900340788302353,0.006638421743818847
Incidence,Denmark,Male,20-24 years,Depressive disorders,Number,2006,4547.814401650785,6072.725588060643,3303.4484657759517
Incidence,Denmark,Female,20-24 years,Depressive disorders,Number,2006,8270.594054623263,11482.448905778638,5601.817526959114
Incidence,Denmark,Male,20-24 years,Depressive disorders,Percent,2006,0.006272071435939599,0.00883015523532368,0.004283564971009678
Incidence,Denmark,Female,20-24 years,Depressive disorders,Percent,2006,0.010132543596610382,0.014595301686767427,0.006582553975367736
Incidence,Iraq,Male,10-14 years,Depressive disorders,Number,2006,39170.91064538663,57848.75663550998,25290.77779611111
Incidence,Iraq,Female,10-14 years,Depressive disorders,Number,2006,67262.25712519625,94384.81463203813,44441.49303681127
Incidence,Iraq,Male,10-14 years,Depressive disorders,Percent,2006,0.003922506254841431,0.005956136322817577,0.002378728933667987
Incidence,Iraq,Female,10-14 years,Depressive disorders,Percent,2006,0.006950842915014454,0.010417751473128508,0.004334462131099477
Incidence,Iraq,Male,15-19 years,Depressive disorders,Number,2006,55273.53436123054,72927.11645262394,41502.396967906556
Incidence,Iraq,Female,15-19 years,Depressive disorders,Number,2006,89595.71773155598,117127.80720053743,68249.7504447507
Incidence,Iraq,Male,15-19 years,Depressive disorders,Percent,2006,0.006884580413002765,0.009489583310910928,0.004804319408935289
Incidence,Iraq,Female,15-19 years,Depressive disorders,Percent,2006,0.011191567256879191,0.01528793949179419,0.007994495198160334
Incidence,Iraq,Male,20-24 years,Depressive disorders,Number,2006,46037.461760851234,60857.65378053675,33153.57057517184
Incidence,Iraq,Female,20-24 years,Depressive disorders,Number,2006,69502.3761919251,92668.70877773398,51328.137512103094
Incidence,Iraq,Male,20-24 years,Depressive disorders,Percent,2006,0.006978607585543114,0.009735544648235573,0.00475852879336123
Incidence,Iraq,Female,20-24 years,Depressive disorders,Percent,2006,0.010281983820807018,0.014193414052442004,0.007217405253541829
Incidence,El Salvador,Male,10-14 years,Depressive disorders,Number,2000,2733.3778295623297,4363.389487725492,1490.8502198997232
Incidence,El Salvador,Female,10-14 years,Depressive disorders,Number,2000,8366.705461796764,13515.198115680925,4461.805071461308
Incidence,El Salvador,Male,10-14 years,Depressive disorders,Percent,2000,0.0014510852010351978,0.0023757539062640156,0.0007444415632648937
Incidence,El Salvador,Female,10-14 years,Depressive disorders,Percent,2000,0.004725949993453881,0.007654314202839182,0.0023753248474148525
Incidence,El Salvador,Male,15-19 years,Depressive disorders,Number,2000,7232.104738198224,10395.950565477715,5077.449068859221
Incidence,El Salvador,Female,15-19 years,Depressive disorders,Number,2000,19426.72871880851,26552.55851084942,14437.397909910458
Incidence,El Salvador,Male,15-19 years,Depressive disorders,Percent,2000,0.005186900463416167,0.007614554131612749,0.0034337900787835187
Incidence,El Salvador,Female,15-19 years,Depressive disorders,Percent,2000,0.014081022854706577,0.020234386689809997,0.009421876634203566
Incidence,El Salvador,Male,20-24 years,Depressive disorders,Number,2000,9306.123592650314,12581.009330334173,6689.424581607213
Incidence,El Salvador,Female,20-24 years,Depressive disorders,Number,2000,23489.185292342485,32142.650789261465,16573.43279076421
Incidence,El Salvador,Male,20-24 years,Depressive disorders,Percent,2000,0.007543992799254209,0.010791010541589595,0.005102263470565238
Incidence,El Salvador,Female,20-24 years,Depressive disorders,Percent,2000,0.017299131833333172,0.025232985235242818,0.01151145949670651
Incidence,Uganda,Male,10-14 years,Depressive disorders,Number,2006,54577.99980700509,83672.38326722864,32537.88681006739
Incidence,Uganda,Female,10-14 years,Depressive disorders,Number,2006,90987.29730596112,142950.7125103556,53762.76064733326
Incidence,Uganda,Male,10-14 years,Depressive disorders,Percent,2006,0.004969189207042486,0.00776312445412799,0.002833227979195004
Incidence,Uganda,Female,10-14 years,Depressive disorders,Percent,2006,0.008218969252193125,0.012864989790102543,0.004560648193568613
Incidence,Uganda,Male,15-19 years,Depressive disorders,Number,2006,124138.49927071195,159931.85584830507,92901.66029231665
Incidence,Uganda,Female,15-19 years,Depressive disorders,Number,2006,195435.91681171747,248317.18999373014,148678.13054814536
Incidence,Uganda,Male,15-19 years,Depressive disorders,Percent,2006,0.013551071547620416,0.018467478171725102,0.009565797037547927
Incidence,Uganda,Female,15-19 years,Depressive disorders,Percent,2006,0.019385625746963536,0.025890222608878098,0.01399056018513994
Incidence,Uganda,Male,20-24 years,Depressive disorders,Number,2006,116705.04945480783,151467.56595072534,86199.49525918307
Incidence,Uganda,Female,20-24 years,Depressive disorders,Number,2006,187354.91501081426,240615.29813412053,136450.39529215786
Incidence,Uganda,Male,20-24 years,Depressive disorders,Percent,2006,0.016550626138684646,0.022439028146464625,0.011440197413170011
Incidence,Uganda,Female,20-24 years,Depressive disorders,Percent,2006,0.021529368371800688,0.02825240294950154,0.015222567259801777
Incidence,Greenland,Male,10-14 years,Depressive disorders,Number,2000,69.823769243178,102.83938849120636,42.14857423060383
Incidence,Greenland,Female,10-14 years,Depressive disorders,Number,2000,171.31711066036107,264.72186574283467,104.83087974909566
Incidence,Greenland,Male,10-14 years,Depressive disorders,Percent,2000,0.005671092195845869,0.008805780444532946,0.003217174267136866
Incidence,Greenland,Female,10-14 years,Depressive disorders,Percent,2000,0.01402567603169291,0.022691473740995123,0.00818360979259468
